"STATION_CODE","STATION_NAME","LATIN_NAME","SAMPLE_DATE","TISSUE_NAME","SAMPLE_NO","REPNO","NAME","VALUE","FLAG1","FLAG2","UNIT","DETECTION_LIMIT","UNCERTAINTY","QUANTIFICATION_LIMIT","APPROVED","REMARK_sample","REMARK_chem","STATION_ID","SAMPLE_ID","METHOD_ID","VALUE_ID","TISSUE_ID","TAXONOMY_CODE_ID","MYEAR"
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Fluoranten",2,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36365,2014284,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Benzo[a]pyren",0.321,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36360,2014278,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Krom",0.05,"<",NA,"MG_P_KG",NA,0,NA,1,NA,NA,67477,246670,35671,2014250,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Monooktyltinn (MOT)",0.77,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67477,246670,36518,2014259,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Tetrabutyltinn (TTBT)-Sn",0.26,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67477,246670,36616,2014267,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Acenaftylen",0.321,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36358,2014276,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Benzo[a]antracen",0.524,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36367,2014253,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Arsen",1.7,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67477,246670,35669,2014289,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Trifenyltinn (TPhT)-Sn",0.26,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67477,246670,36618,2014269,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)",1.5,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67477,246670,36514,2014262,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Pyren",1.4,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36364,2014283,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Acenaften",4,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36357,2014275,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Kobber",0.9,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67477,246670,35668,2014249,7,8859,2021
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 189",1.29,"<",NA,"PG_P_G",NA,NA,0.8,1,NA,NA,67477,242174,36564,1875437,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fluoren",1.1,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36472,1875444,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tetrabutyltinn (TetraBT)",0.79,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67477,242174,36521,1875473,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Kadmium",0.12,NA,NA,"MG_P_KG",NA,25,0.001,1,NA,NA,67477,242174,35667,1875454,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 138",0.324,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67477,242174,36555,1875464,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 126",0.809,"<",NA,"PG_P_G",NA,NA,0.5,1,NA,NA,67477,242174,36560,1875442,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Indeno[1,2,3-cd]pyren",0.382,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36473,1875451,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 169",3.88,"<",NA,"PG_P_G",NA,NA,2.4,1,NA,NA,67477,242174,36563,1875481,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tributyltinn (TBT)-Sn",3.4,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36617,1875463,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 123",2.03,NA,NA,"PG_P_G",NA,0,0.8,1,NA,NA,67477,242174,36559,1875445,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tørrstoff %",13,NA,NA,"PERCENT",NA,12,0.02,1,NA,NA,67477,242174,36352,1875432,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Acenaften",1.11,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36467,1875486,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trifenyltinn (TPhT)-Sn",0.29,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36618,1875474,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[g,h,i]perylen",0.458,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36471,1875443,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 118",104,NA,NA,"PG_P_G",NA,0,28,1,NA,NA,67477,242174,36443,1875472,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monobutyltinn (MBT)",1.3,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67477,242174,36515,1875440,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[a]pyren",0.249,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36470,1875425,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sum 16 EPA-PAH inkl. LOQ",54.4,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,31014,1875457,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dioktyltinn (DOT)",0.79,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67477,242174,36519,1875461,7,8859,2018
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Dibenzo[a,h]antracen",0.321,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36369,2014255,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Sink",14,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67477,246670,35656,2014252,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Sum 16 EPA-PAH inkl. LOQ",70.5,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,31233,2014273,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Tributyltinn (TBT)",13,NA,NA,"NG_P_G",NA,0,NA,1,NA,NA,67477,246670,36517,2014258,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Indeno[1,2,3-cd]pyren",0.344,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36363,2014281,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Bly",0.24,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67477,246670,35670,2014290,7,8859,2021
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Acenaftylen",0.25,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36468,1875468,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Kobber",0.82,NA,NA,"MG_P_KG",NA,25,0.02,1,NA,NA,67477,242174,35668,1875480,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 105",41.1,NA,NA,"PG_P_G",NA,0,7.8,1,NA,NA,67477,242174,36570,1875482,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monooktyltinn (MOT)",0.79,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67477,242174,36518,1875471,7,8859,2018
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Krysen",0.996,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67477,246670,36688,2014285,7,8859,2021
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fettinnhold",0.793,NA,NA,"PERCENT",NA,NA,NA,1,NA,NA,67477,242174,35491,1875477,7,8859,2018
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)-Sn",0.5,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67477,246670,36619,2014270,7,8859,2021
"BL3","Biodden","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Trifenyltinn (TPhT)",0.77,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67477,246670,36520,2014261,7,8859,2021
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 156",9.24,NA,NA,"PG_P_G",NA,0,4.4,1,NA,NA,67477,242174,36571,1875450,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trifenyltinn (TPhT)",0.85,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67477,242174,36520,1875453,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Naftalen",43.1,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36481,1875435,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"WHO(2005)-PCB TEQ inkl. LOQ",0.204,NA,NA,"PG_P_G",NA,NA,0.13,1,NA,NA,67477,242174,36566,1875438,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[b,j]fluoranten",1.18,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36477,1875429,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Pyren",0.773,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36474,1875448,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monooktyltinn (MOT)-Sn",0.4,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36615,1875465,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dibutyltinn-Sn (DBT-Sn)",1.5,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36612,1875452,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)-Sn",0.51,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36619,1875436,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Arsen",2,NA,NA,"MG_P_KG",NA,30,0.05,1,NA,NA,67477,242174,35669,1875439,7,8859,2018
"BL3","Biodden","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tetrabutyltinn (TTBT)-Sn",0.27,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67477,242174,36616,1875466,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fettinnhold",0.538,NA,NA,"PERCENT",NA,NA,NA,1,NA,NA,67478,242169,35491,1875250,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dibutyltinn-Sn (DBT-Sn)",2.4,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36612,1875294,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 105",86.8,NA,NA,"PG_P_G",NA,0,7.8,1,NA,NA,67478,242169,36570,1875247,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Nikkel",0.2,NA,NA,"MG_P_KG",NA,40,0.04,1,NA,NA,67478,242169,35655,1875290,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[a]pyren",0.67,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36470,1875287,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sink",22,NA,NA,"MG_P_KG",NA,25,0.5,1,NA,NA,67478,242169,35656,1875292,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[a]antracen",0.552,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36478,1875263,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 153",0.551,NA,NA,"NG_P_G",NA,0,0.2,1,NA,NA,67478,242169,36556,1875296,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 157",3.91,NA,NA,"PG_P_G",NA,0,0.82,1,NA,NA,67478,242169,36562,1875284,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fluoren",1.24,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36472,1875282,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Fluoranten",1.43,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36475,1875301,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tørrstoff %",12,NA,NA,"PERCENT",NA,12,0.02,1,NA,NA,67478,242169,36352,1875257,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Krom",0.15,NA,NA,"MG_P_KG",NA,50,0.03,1,NA,NA,67478,242169,35671,1875265,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tributyltinn (TBT)",12,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67478,242169,36517,1875267,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monobutyltinn (MBT)-Sn",1.3,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36614,1875306,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 189",1.96,NA,NA,"PG_P_G",NA,0,0.8,1,NA,NA,67478,242169,36564,1875249,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Kvikksølv",0.01,NA,NA,"MG_P_KG",NA,30,0.005,1,NA,NA,67478,242169,35532,1875288,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dibenzo[a,h]antracen",0.0971,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36480,1875280,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sum 6 DIN-PCB eksl. LOQ",0.899,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36569,1875276,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Kobber",0.62,NA,NA,"MG_P_KG",NA,25,0.02,1,NA,NA,67478,242169,35668,1875260,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[b,j]fluoranten",1.98,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36477,1875269,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Naftalen",83.6,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36481,1875274,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sum 6 DIN-PCB inkl. LOQ",1.95,NA,NA,"NG_P_G",NA,NA,1.2,1,NA,NA,67478,242169,36568,1875297,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Bly",0.24,NA,NA,"MG_P_KG",NA,40,0.03,1,NA,NA,67478,242169,35670,1875286,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)-Sn",0.51,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36619,1875268,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sum 16 EPA-PAH ekskl. LOQ",8.86,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,31012,1875299,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Tetrabutyltinn (TTBT)-Sn",0.27,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36616,1875245,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Trisykloheksyltinn (TCHT)-Sn",0.52,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36619,2014308,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Dibutyltinn-Sn (DBT-Sn)",1.9,NA,NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36612,2014301,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Fenantren",5,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36371,2014320,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Benzo[a]antracen",0.395,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36367,2014291,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Fluoren",4,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36362,2014318,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Antracen",0.4,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36359,2014315,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Trifenyltinn (TPhT)",0.81,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36520,2014299,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Monooktyltinn (MOT)",0.81,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36518,2014297,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Sink",16,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67478,246671,35656,2014333,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Nikkel",0.1,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67478,246671,35655,2014332,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Sum 16 EPA-PAH inkl. LOQ",71.1,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,31233,2014311,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Tetrabutyltinn (TTBT)-Sn",0.28,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36616,2014305,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Fluoranten",1.9,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36365,2014322,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Kvikksølv",0.005,NA,NA,"MG_P_KG",NA,NA,NA,1,NA,NA,67478,246671,33676,2014312,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Monooktyltinn (MOT)-Sn",0.42,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36615,2014304,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Tetrabutyltinn (TetraBT)",0.81,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36521,2014326,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Naftalen",50,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36370,2014294,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Tributyltinn (TBT)",16,NA,NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36517,2014296,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Acenaftylen",0.315,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36358,2014314,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Benzo[k]fluoranten",0.315,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36368,2014292,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Dibenzo[a,h]antracen",0.315,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36369,2014293,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Benzo[g,h,i]perylen",0.36,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36361,2014317,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Trifenyltinn (TPhT)-Sn",0.28,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36618,2014307,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Sum 16 EPA-PAH ekskl. LOQ",2.55,NA,NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,31234,2014310,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Fettinnhold",1.63,NA,NA,"PERCENT",NA,0,NA,1,NA,NA,67478,246671,33351,2014309,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Dibutyltinn (DBT)",3.7,NA,NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36516,2014295,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Dioktyltinn (DOT)",0.81,"<",NA,"NG_P_G",NA,0,NA,1,NA,NA,67478,246671,36519,2014298,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Arsen",1.9,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67478,246671,35669,2014327,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Kobber",1.2,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67478,246671,35668,2014330,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Kadmium",0.12,NA,NA,"MG_P_KG",NA,0,NA,1,NA,NA,67478,246671,35667,2014329,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2021-09-01,"Whole soft body",1,1,"Indeno[1,2,3-cd]pyren",0.315,"<",NA,"UG_P_KG",NA,0,NA,1,NA,NA,67478,246671,36363,2014319,7,8859,2021
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 81",0.912,NA,NA,"PG_P_G",NA,0,0.54,1,NA,NA,67478,242169,36558,1875259,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dibutyltinn (DBT)",4.6,NA,NA,"NG_P_G",NA,NA,5,1,NA,NA,67478,242169,36516,1875272,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Arsen",2,NA,NA,"MG_P_KG",NA,30,0.05,1,NA,NA,67478,242169,35669,1875261,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Benzo[g,h,i]perylen",0.793,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36471,1875308,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monooktyltinn (MOT)",0.8,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67478,242169,36518,1875248,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"PCB 28",0.263,"<",NA,"NG_P_G",NA,NA,0.2,1,NA,NA,67478,242169,36552,1875303,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Sum 16 EPA-PAH inkl. LOQ",99,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,31014,1875293,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Trifenyltinn (TPhT)",0.8,"<",NA,"NG_P_G",NA,NA,5,1,NA,NA,67478,242169,36520,1875258,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Monooktyltinn (MOT)-Sn",0.41,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36615,1875281,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Dioktyltinn-Sn (DOT-Sn)",0.27,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36613,1875295,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Acenaftylen",0.42,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36468,1875304,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Antracen",0.32,"<",NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36469,1875302,7,8859,2018
"BL4","Kjellviga","Mytilus edulis",2018-09-10,"Whole soft body",1,1,"Indeno[1,2,3-cd]pyren",0.769,NA,NA,"NG_P_G",NA,NA,NA,1,NA,NA,67478,242169,36473,1875289,7,8859,2018
